W 500 7,"E 107 SAT. EXT1 ADAPTER, CONTACTOR ANSWER.",
W 500 8,"E 108 SAT. EXT1 FILTER, CONTACTOR ANSWER",
W 500 9,FREE,
W 500 A,"E 110 SAT. EXT2 HEATING ZONE 1, CONTACTOR ANSWER.",
W 500 B,"E 111 SAT. EXT2 HEATING ZONE 2, CONTACTOR ANSWER.",
W 500 C,"E 112 SAT. EXT2 HEATING ZONE 3, CONTACTOR ANSWER.",
W 500 D,"E 113 SAT. EXT2 HEATING ZONE 4, CONTACTOR ANSWER.",
W 500 E,"E 114 SAT. EXT2 HEATING ZONE 5, CONTACTOR ANSWER.",
W 500 F,"E 115 SAT. EXT2 HEATING ZONE 6, CONTACTOR ANSWER.",
,,
W 501 0,"E 116 SAT. EXT2 HEATING ZONE 7, CONTACTOR ANSWER.",
W 501 1,"E 117 SAT. EXT2 HEATING ADAPTER, CONTACTOR ANSWER.",
W 501 2,"E 118 SAT. EXT2 HEATING FILTER, CONTACTOR ANSWER.",
W 501 3,FREE,
W 501 4,"E 120 EXT. 1 HEATING ZONE 1, CONTACTOR ANSWER",
W 501 5,"E 121 EXT. 1 HEATING ZONE 2, CONTACTOR ANSWER",
W 501 6,"E 122 EXT. 1 HEATING ZONE 3, CONTACTOR ANSWER",
W 501 7,"E 123 EXT. 1 HEATING ZONE 4, CONTACTOR ANSWER",
W 501 8,"E 124 EXT. 1 ADAPTER, CONTACTOR ANSWER",
W 501 9,"E 125 EXT. 1 FILTER ZONE 1, CONTACTOR ANSWER",
W 501 A,"E 126 EXT. 1 FILTER ZONE 1, CONTACTOR ANSWER",
W 501 B,"E 127 EXT. 1 FILTER ZONE 1, CONTACTOR ANSWER",
W 501 C,"E 128 EXT. 1 COOLING PUMP, CONTACTOR ANSWER",
W 501 D,FREE,
W 501 E,"E 130 PRIMARY EXT. MELT LINE ZONE 1, CONTACTOR ANSWER",
W 501 F,"E 131 PRIMARY EXT. MELT LINE ZONE 2, CONTACTOR ANSWER",
,,
W 502 0,"E 132 PRIMARY EXT. MELT LINE ZONE 3, CONTACTOR ANSWER",
W 502 1,"E 133 PRIMARY EXT. MELT LINE ZONE 4, CONTACTOR ANSWER",
W 502 2,FREE,
W 502 3,FREE,
W 502 4,FREE,
W 502 5,FREE,
W 502 6,FREE,
W 502 7,FREE,
W 502 8,E 140 SEC. EXT. HEATING ZONE 1,
W 502 9,E 141 SEC. EXT. HEATING ZONE 2,
W 502 A,E 142 SEC. EXT. HEATING ZONE 3,
W 502 B,E 143 SEC. EXT. HEATING ZONE 4,
W 502 C,E 144 SEC. EXT. ADAPTER ZONE,
W 502 D,E 145 SEC. EXT. FILTER ZONE 1,
W 502 E,E 146 SEC. EXT. FILTER ZONE 2,
W 502 F,E 147 SEC. EXT. FILTER ZONE 3,
,,
W 503 0,E 148 SEC. EXT. COOLING PUMP,
W 503 1,E 149 SEC. EXT. STATIC MIXER CONNECTION ZONE,
W 503 2,E 150 SEC. EXT. STATIC MIXER HEATING ZONE 1,
W 503 3,E 151 SEC. EXT. HEATING ZONE 1,
W 503 4,FREE,
W 503 5,E 153 DIE HEATING ZONE 1,
W 503 6,E 154 DIE HEATING ZONE 2,
W 503 7,E 155 DIE HEATING ZONE 3,
W 503 8,E 156 DIE HEATING ZONE 4,
W 503 9,E 157 DIE HEATING ZONE 5,
W 503 A,E 158 DIE HEATING ZONE 6,
W 503 B,E 159 DIE HEATING ZONE 7,
W 503 C,FREE,
W 503 D,FREE,
W 503 E,FREE,
W 503 F,FREE,
,,
W 505 0,"E 001 HOMO DRYER MOTOR RUNNING, CONTACTOR ANSWER",
W 505 1,"E 002 RECLAIM DRYER MOTOR RUNNING, CONTACTOR ANSWER",
W 505 2,FREE,
W 505 3,FREE,
W 505 4,FREE,
W 505 5,"E 006 MIXING SCREW, CONTACTOR ANSWER",
W 505 6,"E 007 ROTARY ARM, CONTACTOR ANSWER",
W 505 7,FREE,
W 505 8,FREE,
W 505 9,"E 010 COPOLYMER DRYER MOTOR RUNNING, CONTACTOR ANSWER",
W 505 A,"E 011 SAT2 DRYER MOTOR RUNNING, CONTACTOR ANSWER",
W 505 B,"E 012 ADDITIVE VACUUM PUMP RUNNING, CONTACTOR ANSWER",
W 505 C,FREE,
W 505 D,FREE,
W 505 E,FREE,
W 505 F,FREE,
,,
W 507 0,"SAT 1 HYDRAULIC PUMP, CONTACTOR ANSWER",
W 507 1,"SAT 2 HYDRAULIC PUMP, CONTACTOR ANSWER",
W 507 2,"EXT 1 HYDRAULIC PUMP, CONTACTOR ANSWER",
W 507 3,"EXT 2 HYDRAULIC PUMP, CONTACTOR ANSWER",
W 507 4,FREE,
W 507 5,FREE,
W 507 6,FREE,
W 507 7,FREE,
W 507 8,FREE,
W 507 9,FREE,
W 507 A,FREE,
W 507 B,FREE,
W 507 C,FREE,
W 507 D,FREE,
W 507 E,FREE,
W 507 F,FREE,
,,
W 508 0,"SAT 1 COOLING FAN ZONE 1, CONTACTOR ANSWER",
W 508 1,"SAT 1 COOLING FAN ZONE 2, CONTACTOR ANSWER",
W 508 2,"SAT 1 COOLING FAN ZONE 3, CONTACTOR ANSWER",
W 508 3,"SAT 1 COOLING FAN ZONE 4, CONTACTOR ANSWER",
W 508 4,"SAT 1 COOLING FAN ZONE 5, CONTACTOR ANSWER",
W 508 5,"SAT 1 COOLING FAN ZONE 6, CONTACTOR ANSWER",
W 508 6,"SAT 1 COOLING FAN ZONE 7, CONTACTOR ANSWER",
W 508 7,"SAT 2 COOLING FAN ZONE 1, CONTACTOR ANSWER",
W 508 8,"SAT 2 COOLING FAN ZONE 2, CONTACTOR ANSWER",
W 508 9,"SAT 2 COOLING FAN ZONE 3, CONTACTOR ANSWER",
W 508 A,"SAT 2 COOLING FAN ZONE 4, CONTACTOR ANSWER",
W 508 B,"SAT 2 COOLING FAN ZONE 5, CONTACTOR ANSWER",
W 508 C,"SAT 2 COOLING FAN ZONE 6, CONTACTOR ANSWER",
W 508 D,"SAT 2 COOLING FAN ZONE 7, CONTACTOR ANSWER",
W 508 E,"EXT 1 ZONE 1 COOLING VALVE, CONTACTOR ANSWER",
W 508 F,"EXT 1 ZONE 2 COOLING VALVE, CONTACTOR ANSWER",
,,
W 509 0,"EXT 1 ZONE 3 COOLING VALVE, CONTACTOR ANSWER",
W 509 1,"EXT 1 ZONE 4 COOLING VALVE, CONTACTOR ANSWER",
W 509 2,"EXT 2 ZONE 1 COOLING VALVE, CONTACTOR ANSWER",
W 509 3,"EXT 2 ZONE 2 COOLING VALVE, CONTACTOR ANSWER",
W 509 4,"EXT 2 ZONE 3 COOLING VALVE, CONTACTOR ANSWER",
W 509 5,"EXT 2 ZONE 4 COOLING VALVE, CONTACTOR ANSWER",
W 509 6,FREE,
W 509 7,FREE,
W 509 8,FREE,
W 509 9,FREE,
W 509 A,FREE,
W 509 B,FREE,
W 509 C,FREE,
W 509 D,FREE,
W 509 E,FREE,
W 509 F,FREE,
,,
W 510 0,"E 100 SAT1 HEATING ZONE 1, OUTPUT BIT",
W 510 1,"E 101 SAT1 HEATING ZONE 2, OUTPUT BIT",
W 510 2,"E 102 SAT1 HEATING ZONE 3, OUTPUT BIT",
W 510 3,"E 103 SAT1 HEATING ZONE 4, OUTPUT BIT",
W 510 4,"E 104 SAT1 HEATING ZONE 5, OUTPUT BIT",
W 510 5,"E 105 SAT1 HEATING ZONE 6, OUTPUT BIT",
W 510 6,"E 106 SAT1 HEATING ZONE 7, OUTPUT BIT",
W 510 7,"E 107 SAT1 ADAPTER, OUTPUT BIT",
W 510 8,"E 108 SAT1 FILTER, OUTPUT BIT",
W 510 9,FREE,
W 510 A,"E 110 SAT2 HEATING ZONE 1, OUTPUT BIT",
W 510 B,"E 111 SAT2 HEATING ZONE 2, OUTPUT BIT",
W 510 C,"E 112 SAT2 HEATING ZONE 3, OUTPUT BIT",
W 510 D,"E 113 SAT2 HEATING ZONE 4, OUTPUT BIT",
W 510 E,"E 114 SAT2 HEATING ZONE 5, OUTPUT BIT",
W 510 F,"E 115 SAT2 HEATING ZONE 6, OUTPUT BIT",
,,
W 511 0,"E 116 SAT2 HEATING ZONE 7, OUTPUT BIT",
W 511 1,"E 117 SAT2 ADAPTER, OUTPUT BIT",
W 511 2,"E 118 SAT2 FILTER, OUTPUT BIT",
W 511 3,FREE,
W 511 4,"E 120 EXT1 HEATING ZONE 1, OUTPUT BIT",
W 511 5,"E 121 EXT1 HEATING ZONE 2, OUTPUT BIT",
W 511 6,"E 122 EXT1 HEATING ZONE 3, OUTPUT BIT",
W 511 7,"E 123 EXT1 HEATING ZONE 4, OUTPUT BIT",
W 511 8,"E 124 EXT1 ADAPTER, OUTPUT BIT",
W 511 9,"E 125 EXT1 FILTER ZONE 1, OUTPUT BIT",
W 511 A,"E 126 EXT1 FILTER ZONE 2, OUTPUT BIT",
W 511 B,"E 127 EXT1 FILTER ZONE 3, OUTPUT BIT",
W 511 C,"E 128 EXT1 COOLING PUMP, OUTPUT BIT",
W 511 D,FREE,
W 511 E,E 130 EXT1 MELT LINE ZONE 1,
W 511 F,E 131 EXT1 MELT LINE ZONE 2,
,,
W 512 0,E 132 EXT1 MELT LINE ZONE 3,
W 512 1,E 133 EXT1 MELT LINE ZONE 4,
W 512 2,FREE,
W 512 3,FREE,
W 512 4,FREE,
W 512 5,FREE,
W 512 6,FREE,
W 512 7,FREE,
W 512 8,"E 140 EXT2 HEATING ZONE 1, OUTPUT BIT",
W 512 9,"E 141 EXT2 HEATING ZONE 2, OUTPUT BIT",
W 512 A,"E 142 EXT2 HEATING ZONE 3, OUTPUT BIT",
W 512 B,"E 143 EXT2 HEATING ZONE 4, OUTPUT BIT",
W 512 C,"E 144 EXT2 ADAPTER 1, OUTPUT BIT",
W 512 D,"E 145 EXT2 FILTER ZONE 1, OUTPUT BIT",
W 512 E,"E 146 EXT2 FILTER ZONE 2, OUTPUT BIT",
W 512 F,"E 147 EXT2 FILTER ZONE 3, OUTPUT BIT",
,,
W 513 0,"E 148 EXT2 COOLING PUMP, OUTPUT BIT",
W 513 1,"E 149 EXT2 STATIC MIXER CONNECTION ZONE, OUTPUT BIT",
W 513 2,"E 150 EXT2 STATIC MIXER, OUTPUT BIT",
W 513 3,"E 151 EXT2 DIVERTER HEATING ZONE, OUTPUT BIT",
W 513 4,FREE,
W 513 5,E 153 DIE HEATING ZONE 1,
W 513 6,E 154 DIE HEATING ZONE 2,
W 513 7,E 155 DIE HEATING ZONE 3,
W 513 8,E 156 DIE HEATING ZONE 4,
W 513 9,E 157 DIE HEATING ZONE 5,
W 513 A,E 158 DIE HEATING ZONE 6,
W 513 B,E 159 DIE HEATING ZONE 7,
W 513 C,FREE,
W 513 D,FREE,
W 513 E,FREE,
W 513 F,FREE,
,,
W 515 0,E 001 HOMO DRYER START - OUTPUT BIT,
W 515 1,E 002 RECLAIM DRYER START - OUTPUT BIT,
W 515 2,FREE,
W 515 3,FREE,
W 515 4,FREE,
W 515 5,E 006 MIXING SCREW START - OUTPUT BIT,
W 515 6,E 007 ROTARY ARM START - OUTPUT BIT,
W 515 7,FREE,
W 515 8,FREE,
W 515 9,E 010 SAT1 DRYER START - OUTPUT BIT,
W 515 A,E 011 SAT2 DRYER START - OUTPUT BIT,
W 515 B,E 012 ADDITIVE PUMP - OUTPUT BIT,
W 515 C,FREE,
W 515 D,FREE,
W 515 E,FREE,
W 515 F,FREE,
W 516 0-   W 516 F,FREE,
W 517 0,HYDRAULIC PUMP SAT 1 SCREEN CHANGER,
W 517 1,HYDRAULIC PUMP SAT 2 SCREEN CHANGER,
W 517 2,MOTOR CHANGE FILTER EXT. 1,
W 517 3,MOTOR CHANGE FILTER EXT. 2,
W 517 4-   W 517 F,FREE,
W 518 0,COOLING FAN ZONE 1 SAT 1,
W 518 1,COOLING FAN ZONE 2 SAT 1,
W 518 2,COOLING FAN ZONE 3 SAT 1,
W 518 3,COOLING FAN ZONE 4 SAT 1,
W 518 4,COOLING FAN ZONE 5 SAT 1,
W 518 5,COOLING FAN ZONE 6 SAT 1,
W 518 6,COOLING FAN ZONE 7 SAT 1,
W 518 7,COOLING FAN ZONE 1 SAT 2,
W 518 8,COOLING FAN ZONE 2 SAT 2,
W 518 9,COOLING FAN ZONE 3 SAT 2,
W 518 A,COOLING FAN ZONE 4 SAT 2,
W 518 B,COOLING FAN ZONE 5 SAT 2,
W 518 C,COOLING FAN ZONE 6 SAT 2,
W 518 D,COOLING FAN ZONE 7 SAT 2,
W 518 E,FREE,
W 518 F,FREE,
W 519 0-   W 519 F      ,FREE,
W 520 0,E 100 START FAILURE DETECTED.,
W 520 1,E 101 START FAILURE DETECTED.,
W 520 2,E 102 START FAILURE DETECTED.,
W 520 3,E 103 START FAILURE DETECTED.,
W 520 4,E 104 START FAILURE DETECTED,
W 520 5,E 105 START FAILURE DETECTED,
W 520 6,E 106 START FAILURE DETECTED,
W 520 7,E 107 START FAILURE DETECTED,
W 520 8,E 108 START FAILURE DETECTED,
W 520 9,FREE,
W 520 A,E 110 START FAILURE DETECTED,
W 520 B,E 111 START FAILURE DETECTED,
W 520 C,E 112 START FAILURE DETECTED,
W 520 D,E 113 START FAILURE DETECTED,
W 520 E,E 114 START FAILURE DETECTED,
W 520 F,E 115 START FAILURE DETECTED,
,,
W 521 0,E 116 START FAILURE DETECTED,
W 521 1,E 117 START FAILURE DETECTED,
W 521 2,E 118 START FAILURE DETECTED,
W 521 3,FREE,
W 521 4,E 120 START FAILURE DETECTED,
W 521 5,E 121 START FAILURE DETECTED,
W 521 6,E 122 START FAILURE DETECTED,
W 521 7,E 123 START FAILURE DETECTED,
W 521 8,E 124 START FAILURE DETECTED,
W 521 9,E 125 START FAILURE DETECTED,
W 521 A,E 126 START FAILURE DETECTED,
W 521 B,E 127 START FAILURE DETECTED,
W 521 C,E 128 START FAILURE DETECTED,
W 521 D,FREE,
W 521 E,E 130 START FAILURE DETECTED,
W 521 F,E 131 START FAILURE DETECTED,
,E 132 START FAILURE DETECTED,
W 522 0,E 133 START FAILURE DETECTED,
W 522 1,E 134 START FAILURE DETECTED,
W 522 2,FREE,
W 522 3,FREE,
W 522 4,FREE,
W 522 5,FREE,
W 522 6,FREE,
W 522 7,FREE,
W 522 8,E 140 START FAILURE DETECTED,
W 522 9,E 141 START FAILURE DETECTED,
W 522 A,E 142 START FAILURE DETECTED,
W 522 B,E 143 START FAILURE DETECTED,
W 522 C,E 144 START FAILURE DETECTED,
W 522 D,E 145 START FAILURE DETECTED,
W 522 E,E 146 START FAILURE DETECTED,
W 522 F,E 410 START FAILURE DETECTED,
,,
W 523 0,E 148 START FAILURE DETECTED,
W 523 1,E 149 START FAILURE DETECTED,
W 523 2,E 150 START FAILURE DETECTED,
W 523 3,E 151 START FAILURE DETECTED,
W 523 4,FREE,
W 523 5,E 153 START FAILURE DETECTED,
W 523 6,E 154 START FAILURE DETECTED,
W 523 7,E 155 START FAILURE DETECTED,
W 523 8,E 156 START FAILURE DETECTED,
W 523 9,E 157 START FAILURE DETECTED,
W 523 A,E 158 START FAILURE DETECTED,
W 523 B,E 159 START FAILURE DETECTED,
W 523 C,FREE,
W 523 D,FREE,
W 523 E,FREE,
W 523 F,FREE,
,,
W 525 0,E 001 START FAILURE DETECTED.,
W 525 1,E 002 START FAILURE DETECTED.,
W 525 2,FREE,
W 525 3,FREE,
W 525 4,FREE,
W 525 5,E 006 START FAILURE DETECTED.,
W 525 6,E 007 START FAILURE DETECTED.,
W 525 7,FREE,
W 525 8,FREE,
W 525 9,E 010 START FAILURE DETECTED.,
W 525 A,E 011 START FAILURE DETECTED.,
W 525 B,E 012 START FAILURE DETECTED.,
W 525 C,FREE,
W 525 D,FREE,
W 525 E,FREE,
W 525 F,FREE,
,,
W 527 0,"SAT1 HYDRAULIC PUMP, START FAILURE DETECTED.",
W 527 1,"SAT2 HYDRAULIC PUMP, START FAILURE DETECTED.",
W 527 2,"EXT1 HYDRAULIC PUMP, START FAILURE DETECTED.",
W 527 3,"EXT2 HYDRAULIC PUMP, START FAILURE DETECTED.",
W 527 4,FREE,
W 527 5,FREE,
W 527 6,FREE,
W 527 7,FREE,
W 527 8,FREE,
W 527 9,FREE,
W 527 A,FREE,
W 527 B,FREE,
W 527 C,FREE,
W 527 D,FREE,
W 527 E,FREE,
W 527 F,FREE,
,,
W 528 0,"SAT1 COOLING FAN 1, START FAILURE DETECTED",
W 528 1,"SAT1 COOLING FAN 2, START FAILURE DETECTED",
W 528 2,"SAT1 COOLING FAN 3, START FAILURE DETECTED",
W 528 3,"SAT1 COOLING FAN 4, START FAILURE DETECTED",
W 528 4,"SAT1 COOLING FAN 5, START FAILURE DETECTED",
W 528 5,"SAT1 COOLING FAN 6, START FAILURE DETECTED",
W 528 6,"SAT1 COOLING FAN 7, START FAILURE DETECTED",
W 528 7,"SAT2 COOLING FAN 1, START FAILURE DETECTED",
W 528 8,"SAT2 COOLING FAN 2, START FAILURE DETECTED",
W 528 9,"SAT2 COOLING FAN 3, START FAILURE DETECTED",
W 528 A,"SAT2 COOLING FAN 4, START FAILURE DETECTED",
W 528 B,"SAT2 COOLING FAN 5, START FAILURE DETECTED",
W 528 C,"SAT2 COOLING FAN 6, START FAILURE DETECTED",
W 528 D,"SAT2 COOLING FAN 7, START FAILURE DETECTED",
W 528 E,FREE,
W 528 F,FREE,
,,
W 530 0,E 100 START FAILURE MORE THAN 4 SEC.,
W 530 1,E 101 START FAILURE MORE THAN 4 SEC.,
W 530 2,E 102 START FAILURE MORE THAN 4 SEC.,
W 530 3,E 103 START FAILURE MORE THAN 4 SEC.,
W 530 4,E 104 START FAILURE MORE THAN 4 SEC.,
W 530 5,E 105 START FAILURE MORE THAN 4 SEC.,
W 530 6,E 106 START FAILURE MORE THAN 4 SEC.,
W 530 7,E 107 START FAILURE MORE THAN 4 SEC.,
W 530 8,E 108 START FAILURE MORE THAN 4 SEC.,
W 530 9,FREE,
W 530 A,E 110 START FAILURE MORE THAN 4 SEC.,
W 530 B,E 111 START FAILURE MORE THAN 4 SEC.,
W 530 C,E 112 START FAILURE MORE THAN 4 SEC.,
W 530 D,E 113 START FAILURE MORE THAN 4 SEC.,
W 530 E,E 114 START FAILURE MORE THAN 4 SEC.,
W 530 F,E 115 START FAILURE MORE THAN 4 SEC.,
,,
W 531 0,E 116 START FAILURE MORE THAN 4 SEC.,
W 531 1,E 117 START FAILURE MORE THAN 4 SEC.,
W 531 2,E 118 START FAILURE MORE THAN 4 SEC.,
W 531 3,FREE,
W 531 4,E 120 START FAILURE MORE THAN 4 SEC.,
W 531 5,E 121 START FAILURE MORE THAN 4 SEC.,
W 531 6,E 122 START FAILURE MORE THAN 4 SEC.,
W 531 7,E 123 START FAILURE MORE THAN 4 SEC.,
W 531 8,E 124 START FAILURE MORE THAN 4 SEC.,
W 531 9,E 125 START FAILURE MORE THAN 4 SEC.,
W 531 A,E 126 START FAILURE MORE THAN 4 SEC.,
W 531 B,E 127 START FAILURE MORE THAN 4 SEC.,
W 531 C,E 128 START FAILURE MORE THAN 4 SEC.,
W 531 D,FREE,
W 531 E,E 130 START FAILURE MORE THAN 4 SEC.,
W 531 F,E 131 START FAILURE MORE THAN 4 SEC.,
,,
W 532 0,E 132 START FAILURE MORE THAN 4 SEC.,
W 532 1,E 133 START FAILURE MORE THAN 4 SEC.,
W 532 2,FREE,
W 532 3,FREE,
W 532 4,FREE,
W 532 5,FREE,
W 532 6,FREE,
W 532 7,FREE,
W 532 8,E 140 START FAILURE MORE THAN 4 SEC.,
W 532 9,E 141 START FAILURE MORE THAN 4 SEC.,
W 532 A,E 142 START FAILURE MORE THAN 4 SEC.,
W 532 B,E 143 START FAILURE MORE THAN 4 SEC.,
W 532 C,E 144 START FAILURE MORE THAN 4 SEC.,
W 532 D,E 145 START FAILURE MORE THAN 4 SEC.,
W 532 E,E 146 START FAILURE MORE THAN 4 SEC.,
W 532 F,E 147 START FAILURE MORE THAN 4 SEC.,
,,
W 533 0,E 148 START FAILURE MORE THAN 4 SEC.,
W 533 1,E 149 START FAILURE MORE THAN 4 SEC.,
W 533 2,E 150 START FAILURE MORE THAN 4 SEC.,
W 533 3,E 151 START FAILURE MORE THAN 4 SEC.,
W 533 4,FREE,
W 533 5,E 153 START FAILURE MORE THAN 4 SEC.,
W 533 6,E 154 START FAILURE MORE THAN 4 SEC.,
W 533 7,E 155 START FAILURE MORE THAN 4 SEC.,
W 533 8,E 156 START FAILURE MORE THAN 4 SEC.,
W 533 9,E 157 START FAILURE MORE THAN 4 SEC.,
W 533 A,E 158 START FAILURE MORE THAN 4 SEC.,
W 533 B,E 159 START FAILURE MORE THAN 4 SEC.,
W 533 C,FREE,
W 533 D,FREE,
W 533 E,FREE,
W 533 F,FREE,
,,
W 535 0,E 001 START FAILURE MORE THAN 4 SEC.,
W 535 1,E 002 START FAILURE MORE THAN 4 SEC.,
W 535 2,FREE,
W 535 3,FREE,
W 535 4,FREE,
W 535 5,E 006 START FAILURE MORE THAN 4 SEC.,
W 535 6,E 007 START FAILURE MORE THAN 4 SEC.,
W 535 7,FREE,
W 535 8,FREE,
W 535 9,E 010 START FAILURE MORE THAN 4 SEC.,
W 535 A,E 011 START FAILURE MORE THAN 4 SEC.,
W 535 B,E 012 START FAILURE MORE THAN 4 SEC.,
W 535 C,FREE,
W 535 D,FREE,
W 535 E,FREE,
W 535 F,FREE,
W 537 0,SAT 1 HYDRAULIC PUMP START FAILURE MORE THAN 4 SEC,
W 537 1,SAT 2 HYDRAULIC PUMP START FAILURE MORE THAN 4 SEC,
W 537 2,MAIN EXT. HYDRAULIC PUMP START FAILURE MORE THAN 4 SEC,
W 537 3,SEC EXT. HYDRAULIC PUMP START FAILURE MORE THAN 4 SEC,
W 537 4-   W 537 F,FREE,
,,
W 538 0,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 1,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 2,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 3,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 4,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 5,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 6,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 7,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 8,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 9,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 A,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 B,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 C,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 D,"SAT1 COOLING FAN 1, START FAILURE MORE THAN 4 SEC.",
W 538 E,FREE,
W 538 F,FREE,
,,
W 539 0,SATELLITE EXTRUDER1 HYDRAULIC PUMP,
W 539 1,SATELLITE EXTRUDER2 HYDRAULIC PUMP,
W 539 2,MAIN EXTRUDER1 HYDRAULIC PUMP,
W 539 3,MAIN EXTRUDER2 HYDRAULIC PUMP,
W 539 4,FREE,
W 539 5,FREE,
W 539 6,FREE,
W 539 7,FREE,
W 539 8,FREE,
W 539 9,FREE,
W 539 A,FREE,
W 539 B,FREE,
W 539 C,FREE,
W 539 D,FREE,
W 539 E,FREE,
W 539 F,FREE,
,,
,,
,,
,,
,,
W 4529,AOAH4+63,HIGH ALARM
W 4530,AOAH4+64,H+/L-
W 4531,AOAH4+65,LOW ALARM
W 4532,FREE,
W 4533,AOAHT500,ALARM H T500
W 4534,AOALT500,ALARM L T500
W 4535,AOAHP501,ALARM H P501
W 4536,AOALP501,ALARM L P501
W 4537,AOAHT502,ALARM H T502
W 4538,AOALT502,ALARM L T502
W 4539,AOAHP503,ALARM H P503
W 4540,AOALP503,ALARM L P503
W 4541,AOAHT504,ALARM H T504
W 4542,AOALT504,ALARM L T504
W 4543,AOAHP505,ALARM H P505
W 4544,AOALP505,ALARM L P505
W 4545,AOAHT506,ALARM H T506
W 4546,AOALT506,ALARM L T506
W 4547,AOAHP507,ALARM H P507
